#mhp  tb  deltab brt-bHp  brHp-taunu  brHp-tb  brHp-cs  brHp-hW  brHp-HW  brHp-AW  brHp-nc  brHp-n1c1  brHp-n2c1  brHp-n3c1  brHp-n4c1  brHp-n1c2  brHp-n2c2  brHp-n3c2  brHp-n4c2  scen
300.00000000  11.50000000 0.12804287  0.00000  0.233437  0.754095  5.819214E-04  8.862110E-03  6.935013E-07  5.772805E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.60000000 0.12914886  0.00000  0.235066  0.752691  5.856087E-04  8.625193E-03  6.900297E-07  5.723525E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.70000000 0.13025491  0.00000  0.236657  0.751317  5.892053E-04  8.395273E-03  6.864588E-07  5.674356E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.80000000 0.13136103  0.00000  0.238212  0.749973  5.927138E-04  8.172157E-03  6.827969E-07  5.625336E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  11.90000000 0.13246722  0.00000  0.239733  0.748657  5.961369E-04  7.955656E-03  6.790519E-07  5.576498E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.00000000 0.13357347  0.00000  0.241219  0.747370  5.994770E-04  7.745581E-03  6.752315E-07  5.527875E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.10000000 0.13467978  0.00000  0.242672  0.746110  6.027366E-04  7.541749E-03  6.713427E-07  5.479495E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.20000000 0.13578615  0.00000  0.244093  0.744876  6.059182E-04  7.343977E-03  6.673924E-07  5.431386E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.30000000 0.13689258  0.00000  0.245484  0.743667  6.090240E-04  7.152089E-03  6.633870E-07  5.383572E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.40000000 0.13799907  0.00000  0.246844  0.742483  6.120564E-04  6.965910E-03  6.593326E-07  5.336075E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.50000000 0.13910562  0.00000  0.248175  0.741323  6.150176E-04  6.785269E-03  6.552349E-07  5.288916E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.60000000 0.14021222  0.00000  0.249477  0.740186  6.179099E-04  6.610000E-03  6.510992E-07  5.242113E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.70000000 0.14131888  0.00000  0.250753  0.739072  6.207354E-04  6.439939E-03  6.469308E-07  5.195684E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.80000000 0.14242559  0.00000  0.252001  0.737979  6.234961E-04  6.274929E-03  6.427344E-07  5.149642E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  12.90000000 0.14353235  0.00000  0.253224  0.736908  6.261941E-04  6.114812E-03  6.385145E-07  5.104002E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.00000000 0.14463916  0.00000  0.254423  0.735856  6.288313E-04  5.959439E-03  6.342755E-07  5.058776E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.10000000 0.14574602  0.00000  0.255597  0.734825  6.314097E-04  5.808663E-03  6.300212E-07  5.013973E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.20000000 0.14685293  0.00000  0.256747  0.733813  6.339312E-04  5.662340E-03  6.257555E-07  4.969605E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.30000000 0.14795989  0.00000  0.257875  0.732819  6.363975E-04  5.520331E-03  6.214819E-07  4.925678E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.40000000 0.14906690  0.00000  0.258981  0.731843  6.388103E-04  5.382500E-03  6.172036E-07  4.882200E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.50000000 0.15017395  0.00000  0.260066  0.730885  6.411715E-04  5.248717E-03  6.129238E-07  4.839177E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.60000000 0.15128105  0.00000  0.261131  0.729943  6.434825E-04  5.118854E-03  6.086453E-07  4.796613E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.70000000 0.15238819  0.00000  0.262175  0.729018  6.457451E-04  4.992787E-03  6.043709E-07  4.754514E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.80000000 0.15349537  0.00000  0.263200  0.728108  6.479608E-04  4.870396E-03  6.001031E-07  4.712882E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  13.90000000 0.15460260  0.00000  0.264207  0.727214  6.501310E-04  4.751564E-03  5.958441E-07  4.671721E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  14.00000000 0.15570987  0.00000  0.265195  0.726335  6.522572E-04  4.636180E-03  5.915963E-07  4.631031E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  14.10000000 0.15681718  0.00000  0.266167  0.725469  6.543409E-04  4.524132E-03  5.873616E-07  4.590815E-07  0  0  0  0  0  0  0  0  0  lightstop
